,id,content,title,url,genre
0,88720,"những con đường tôi đi
ngày ấy vàng hoa điệp
rộn rã và thầm thì
tình nhân khoe áo đẹp

ngày ấy biển rất xanh
lá bàng thì rất đỏ
cao to là bóng anh
bóng tôi thì bé nhỏ

đêm ngã dài trên cát
những chòm sao rất xa
văng vẳng tiếng ai hát
tôi họa theo ngâm nga

những con đường tôi đi
có anh nên ngắn lại
đông ấm áp lạ kỳ
mùa xuân như ở mãi

nhưng con đường của tôi
cũng đến nơi ngã rẽ
anh khuất sau tiếng còi
tôi trở về lặng lẽ

tôi nhớ anh đã nói
ly biệt thoáng qua thôi
như là qua giấc mộng
ta lại bên nhau rồi

nhưng bao mùa đi qua
bàng bao lần thay áo
nghìn cơn mộng nhạt nhòa
tôi ngóng chờ đau đáu

những con đường tôi đi
điệp vàng giờ vẫn rộ
vẫn rộn rã thầm thì
tình nhân mừng tao ngộ",,https://poem.tkaraoke.com/13412/con_duong_toi_di.html,5 chu
1,90304,"tôi đi tìm kiếp sau
lại thấy mình kiếp trước
không thể nào hiểu được
của mình giờ kiếp này

hồn thơ cứ dâng đầy
khi đời còn bề bộn
trái tim cứ đập rộn
với tình yêu mây bay

hứng nắng trong bàn tay
nắng lung linh ca hát
hứng những giọt trong mát
mưa ngâu lọt kẽ tay

kiếp trước có đọa đày
mà kiếp này còn nặng
trôi nhanh hoài năm tháng
có thật không kiếp sau

cái kiếp đầy sắc màu
trái ngọt thơm hoa nở
không có gì trăn trở
về những điều đã qua

ôi kiếp sau đúng là
giấc mơ thời hiện tại
giấc mơ không sợ hãi
vì trong đó có em",,https://poem.tkaraoke.com/16356/kiep_sau.html,5 chu
2,91084,"nếu cuộc đời là hoa
tình giống như mật ngọt
yêu rồi chịu cách xa
tim nghe chừng lửa đốt

thiên thần không có cánh
biết tìm em nơi nào
tây nguyên mưa đã tạnh
sông tiền giờ sóng xao

an hữu xa ngàn trùng
biết có ai chờ đợi
một chút sắc cùng không
cuộc đời sang trang mới

hôm qua em đã hứa
yêu mãi gốc thông già
thơ anh giờ có lửa
tuy còn chút xót xa",,https://poem.tkaraoke.com/35183/song_va_yeu.html,5 chu
3,91270,"một tay ôm quá khứ
một tay cầm lon bia
nào dzô cho nhừ tử
say tĩnh ta cùng chia

cạn bia chưa cạn lệ
mà cứ khát tình thương
dòng đời là dâu bể
bến bờ lắm nhiễu nhương

thấy anh hình như khóc
ướt nhòe mỗi câu thơ
bọt bia tràn mái tóc
bạc trắng mọi ước mơ",,https://poem.tkaraoke.com/17934/cung_ly.html,5 chu
4,92131,"bắt được anh du kích
thằng tây xồm vểnh râu
tuốt dao găm hăm dọa
hỏi dồn dập mấy câu
mầy ăn gì để sống
đánh với ông bấy lâu
chiến khu bị phong tỏa
gạo cơm hết còn đâu
mầy ăn gì để sống
trâu bò chết hết rồi
cầy bừa bị đốt sạch
đập nát hết lúa rồi
mầy ăn gì để sống
củ chụp hay củ nần
ăn cái gì là chính
sống được mãi trong rừng
nói thì ông sẽ thả
không thì đừng trách trời
dao găm này mổ bụng
cũng lòi ra mà thôi
anh du kích không nói
răng cắn chặt lấy môi
trước mưa roi đẫm máu
miệng anh cứ như cười
thằng tây càng căm tức
tao quyết sẽ giết mầy
khám phá điều bí mật
mổ bụng mầy rõ ngay
anh du kích không nói
dao găm rạch dạ dày
thằng tây trợn mắt trắng
nhìn mấy mảnh khoai mì",,https://poem.tkaraoke.com/21931/giu_bi_mat.html,5 chu
5,92462,"trường chưa tan buổi học
mẹ gặp con trong rừng
liền bẻ cành bắt cúi
đánh mấy lằn đỏ lưng

hỏi sao mày trốn học
biết nói sao bây giờ
mẹ hăm chiều bỏ đói
con ấp úng xin thưa

má ơi thầy của con
như là không biết thương
những trò nghèo áo rách
mỗi bữa mỗi đánh đòn

bảo về thay quần áo
mà quần áo đâu còn
bộ này sao rách mãi
để đau tủi thân con

xấu hổ và sợ đau
không tiền may áo mới
nên con đành trốn học
để chờ ngày mẹ giàu

cành roi rời khỏi tay
khăn rằn lau nước mắt
mẹ ôm con vào ngực
chim rừng ngơ ngác bay",,https://poem.tkaraoke.com/21905/tron_hoc.html,5 chu
6,92831,"anh gặp thêm lần nữa
để trọn hẹn thề xưa
thuyền mơ bến dù xa
mong bến có người xưa

anh dẩn thêm lần nữa
để bước dưới hàng cây
em mãi buồn xa vợi
cuối đường anh hảy đi

anh hôn em lần nữa
say đắm áp môi em
để nhớ dĩ vãng mờ
đợi chờ tan thành khói

anh nghe tim lần nữa
đổi nhịp lúc đan tay
đắm say khi ân ái
còn đâu mộng liêu trai

cho anh yêu lần cuối
vạn kiếp vẫn còn yêu
kết buồn thành voan mỏng
để ngày lên xe hoa",,https://poem.tkaraoke.com/22725/them_lan_nua.html,5 chu
7,92944,"mổi lần tiễn em đi
u buồn dâng man mác
muốn giử em ở lại
muộn màng em đã đi

mổi lần tiễn em đi
mổi lần thêm khắc khoải
ngày mai em trở lại
sao phải đợi ngày mai

mổi lần tiễn em đi
nghìn lần anh ngần ngại
muốn hôn vào mi mắt
rồi thầm thì yêu em

mổi lần tiễn em đi
mổi lần anh thấy dại
sao mình lai chia tay
gây thương nhơ mong chờ",,https://poem.tkaraoke.com/22467/tien_em.html,5 chu
8,94737,"em vẫn chờ đợi anh
như chờ ngày tận thế
em vẫn tin vào chúa
như tin đứa sở khanh

em vẫn cần có anh
để yêu cho đuợc đủ
dù cuộc tình đã cũ
dù cuộc sống đã thừa

bởi em lỡ phụng thờ
một tình yêu ma quỉ
em đã tửng đánh đĩ
với cả đức chúa trời

để đuợc thấy anh cuời
những lần anh sám hối
đuợc nghe lời giả dối
những lúc anh ăn năn

chúa có muời điều răn
nghĩa là người đã xót
điều răn thứ muời một
chớ bạc phụ người tình

em muốn đuợc ôm anh
như ôm cây thập giá
và ôm luôn tất cả
tội lỗi của cuộc đời

chúa cứu cả loài nguời
thiên đàng hay địa ngục
khổ đau hay hạnh phúc
chỉ mình anh cứu em",,https://poem.tkaraoke.com/34237/em_van_cho_doi_anh.html,5 chu
9,95390,"bút quăng đi lại viết
vì đồng cảm phận người
vì yêu quá cuộc đời
đằm vào thơ làm tiếp
cho những gì cao đẹp
dám khổ vậy giữa trời

là đích thực người thơ
nguyên vẹn tâm hồn lớn
nhện thương người ấy mơ
vẫn oằn mình nhả tơ
giản dị như chân lý
thế mới là thi sĩ",,https://poem.tkaraoke.com/29816/la_thi_si.html,5 chu
